17:16:35.758881 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.779537 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.782843 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.788261 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], ack 1, win 1339, options [nop,nop,TS val 3280187 ecr 3060180,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 4086075562], length 0
17:16:58.114254 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 177073:178501, ack 1, win 4017, options [nop,nop,TS val 3302211 ecr 3081331,mptcp dss ack 4086075562 seq 1489572656 subseq 177073 len 1428 csum 0xf53c], length 1428
17:16:58.128415 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 45697:47125, ack 1, win 4017, options [nop,nop,TS val 3302318 ecr 3081837,mptcp dss ack 4086075562 seq 1489575512 subseq 45697 len 1428 csum 0x36ef], length 1428
17:16:58.194282 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 178501:179929, ack 1, win 4017, options [nop,nop,TS val 3302329 ecr 3081425,mptcp dss ack 4086075562 seq 1489576940 subseq 178501 len 1428 csum 0xbd3c], length 1428
17:16:58.194635 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 178501:179929, ack 1, win 4017, options [nop,nop,TS val 3302329 ecr 3081425,mptcp dss ack 4086075562 seq 1489576940 subseq 178501 len 1428 csum 0xbd3c], length 1428
17:16:58.217013 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 178501:179929, ack 1, win 4017, options [nop,nop,TS val 3302329 ecr 3081425,mptcp dss ack 4086075562 seq 1489576940 subseq 178501 len 1428 csum 0xbd3c], length 1428
17:16:58.223122 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 179929:181357, ack 1, win 4017, options [nop,nop,TS val 3302400 ecr 3081511,mptcp dss ack 4086075562 seq 1489578368 subseq 179929 len 1428 csum 0x92ca], length 1428
17:16:58.223311 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 179929:181357, ack 1, win 4017, options [nop,nop,TS val 3302400 ecr 3081511,mptcp dss ack 4086075562 seq 1489578368 subseq 179929 len 1428 csum 0x92ca], length 1428
17:16:58.299692 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 179929:181357, ack 1, win 4017, options [nop,nop,TS val 3302400 ecr 3081511,mptcp dss ack 4086075562 seq 1489578368 subseq 179929 len 1428 csum 0x92ca], length 1428
17:16:58.310262 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 181357:182785, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489579796 subseq 181357 len 1428 csum 0x8a86], length 1428
17:16:58.310511 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 181357:182785, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489579796 subseq 181357 len 1428 csum 0x8a86], length 1428
17:16:58.329519 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 181357:182785, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489579796 subseq 181357 len 1428 csum 0x8a86], length 1428
17:16:58.336152 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 182785:184213, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489581224 subseq 182785 len 1428 csum 0xedb0], length 1428
17:16:58.336378 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 182785:184213, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489581224 subseq 182785 len 1428 csum 0xedb0], length 1428
17:16:58.412044 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 182785:184213, ack 1, win 4017, options [nop,nop,TS val 3302517 ecr 3081709,mptcp dss ack 4086075562 seq 1489581224 subseq 182785 len 1428 csum 0xedb0], length 1428
17:16:58.418218 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 184213:185641, ack 1, win 4017, options [nop,nop,TS val 3302703 ecr 3081788,mptcp dss ack 4086075562 seq 1489582652 subseq 184213 len 1428 csum 0x6291], length 1428
17:16:58.418452 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 184213:185641, ack 1, win 4017, options [nop,nop,TS val 3302703 ecr 3081788,mptcp dss ack 4086075562 seq 1489582652 subseq 184213 len 1428 csum 0x6291], length 1428
17:16:58.447441 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 185641:187069, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489584080 subseq 185641 len 1428 csum 0xc997], length 1428
17:16:58.447662 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 185641:187069, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489584080 subseq 185641 len 1428 csum 0xc997], length 1428
17:16:58.494806 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 184213:185641, ack 1, win 4017, options [nop,nop,TS val 3302703 ecr 3081788,mptcp dss ack 4086075562 seq 1489582652 subseq 184213 len 1428 csum 0x6291], length 1428
17:16:58.535606 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 187069:188497, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489585508 subseq 187069 len 1428 csum 0x6a38], length 1428
17:16:58.535846 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 187069:188497, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489585508 subseq 187069 len 1428 csum 0x6a38], length 1428
17:16:58.539079 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 185641:187069, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489584080 subseq 185641 len 1428 csum 0xc997], length 1428
17:16:58.606795 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 188497:189925, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489586936 subseq 188497 len 1428 csum 0xb26], length 1428
17:16:58.606988 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 188497:189925, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489586936 subseq 188497 len 1428 csum 0xb26], length 1428
17:16:58.621914 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 187069:188497, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489585508 subseq 187069 len 1428 csum 0x6a38], length 1428
17:16:58.634704 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 189925:191353, ack 1, win 4017, options [nop,nop,TS val 3302922 ecr 3082006,mptcp dss ack 4086075562 seq 1489588364 subseq 189925 len 1428 csum 0xacda], length 1428
17:16:58.634901 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 189925:191353, ack 1, win 4017, options [nop,nop,TS val 3302922 ecr 3082006,mptcp dss ack 4086075562 seq 1489588364 subseq 189925 len 1428 csum 0xacda], length 1428
17:16:58.647043 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 188497:189925, ack 1, win 4017, options [nop,nop,TS val 3302834 ecr 3081908,mptcp dss ack 4086075562 seq 1489586936 subseq 188497 len 1428 csum 0xb26], length 1428
17:16:58.709015 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 191353:192781, ack 1, win 4017, options [nop,nop,TS val 3303105 ecr 3082098,mptcp dss ack 4086075562 seq 1489589792 subseq 191353 len 1428 csum 0x9555], length 1428
17:16:58.709228 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 191353:192781, ack 1, win 4017, options [nop,nop,TS val 3303105 ecr 3082098,mptcp dss ack 4086075562 seq 1489589792 subseq 191353 len 1428 csum 0x9555], length 1428
17:16:58.725928 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 189925:191353, ack 1, win 4017, options [nop,nop,TS val 3302922 ecr 3082006,mptcp dss ack 4086075562 seq 1489588364 subseq 189925 len 1428 csum 0xacda], length 1428
17:16:58.746096 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 192781:194209, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489591220 subseq 192781 len 1428 csum 0x627e], length 1428
17:16:58.746307 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 192781:194209, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489591220 subseq 192781 len 1428 csum 0x627e], length 1428
17:16:58.811530 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 191353:192781, ack 1, win 4017, options [nop,nop,TS val 3303105 ecr 3082098,mptcp dss ack 4086075562 seq 1489589792 subseq 191353 len 1428 csum 0x9555], length 1428
17:16:58.822347 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 194209:195637, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489592648 subseq 194209 len 1428 csum 0x529a], length 1428
17:16:58.822580 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 194209:195637, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489592648 subseq 194209 len 1428 csum 0x529a], length 1428
17:16:58.834874 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 192781:194209, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489591220 subseq 192781 len 1428 csum 0x627e], length 1428
17:16:58.919560 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 179741:181169, ack 1, win 4017, options [nop,nop,TS val 3303220 ecr 3082408,mptcp dss ack 4086075562 seq 1489594076 subseq 179741 len 1428 csum 0x155c], length 1428
17:16:58.932334 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 194209:195637, ack 1, win 4017, options [nop,nop,TS val 3303137 ecr 3082331,mptcp dss ack 4086075562 seq 1489592648 subseq 194209 len 1428 csum 0x529a], length 1428
17:16:58.955246 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 195637:197065, ack 1, win 4017, options [nop,nop,TS val 3303250 ecr 3082424,mptcp dss ack 4086075562 seq 1489595504 subseq 195637 len 1428 csum 0x3110], length 1428
17:16:58.955493 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 195637:197065, ack 1, win 4017, options [nop,nop,TS val 3303250 ecr 3082424,mptcp dss ack 4086075562 seq 1489595504 subseq 195637 len 1428 csum 0x3110], length 1428
17:16:58.961542 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 195637:197065, ack 1, win 4017, options [nop,nop,TS val 3303250 ecr 3082424,mptcp dss ack 4086075562 seq 1489595504 subseq 195637 len 1428 csum 0x3110], length 1428
17:16:59.020618 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 197065:198493, ack 1, win 4017, options [nop,nop,TS val 3303343 ecr 3082512,mptcp dss ack 4086075562 seq 1489596932 subseq 197065 len 1428 csum 0x5cd1], length 1428
17:16:59.020826 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 197065:198493, ack 1, win 4017, options [nop,nop,TS val 3303343 ecr 3082512,mptcp dss ack 4086075562 seq 1489596932 subseq 197065 len 1428 csum 0x5cd1], length 1428
17:16:59.112718 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 197065:198493, ack 1, win 4017, options [nop,nop,TS val 3303343 ecr 3082512,mptcp dss ack 4086075562 seq 1489596932 subseq 197065 len 1428 csum 0x5cd1], length 1428
17:16:59.116269 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 181169:182597, ack 1, win 4017, options [nop,nop,TS val 3303406 ecr 3082531,mptcp dss ack 4086075562 seq 1489598360 subseq 181169 len 1428 csum 0x7dc6], length 1428
17:16:59.140043 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 182597:184025, ack 1, win 4017, options [nop,nop,TS val 3303406 ecr 3082531,mptcp dss ack 4086075562 seq 1489599788 subseq 182597 len 1428 csum 0x66dd], length 1428
17:16:59.213580 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 198493:199921, ack 1, win 4017, options [nop,nop,TS val 3303442 ecr 3082614,mptcp dss ack 4086075562 seq 1489601216 subseq 198493 len 1428 csum 0x9d35], length 1428
17:16:59.213809 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 198493:199921, ack 1, win 4017, options [nop,nop,TS val 3303442 ecr 3082614,mptcp dss ack 4086075562 seq 1489601216 subseq 198493 len 1428 csum 0x9d35], length 1428
17:16:59.236153 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 198493:199921, ack 1, win 4017, options [nop,nop,TS val 3303442 ecr 3082614,mptcp dss ack 4086075562 seq 1489601216 subseq 198493 len 1428 csum 0x9d35], length 1428
17:16:59.245823 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 184025:185453, ack 1, win 4017, options [nop,nop,TS val 3303522 ecr 3082721,mptcp dss ack 4086075562 seq 1489602644 subseq 184025 len 1428 csum 0xc6cc], length 1428
17:16:59.319533 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 41413, win 17338, options [nop,nop,TS val 3083138 ecr 3302035,mptcp dss ack 1489389872], length 0
17:16:59.325763 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 199921:201349, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489604072 subseq 199921 len 1428 csum 0xc807], length 1428
17:16:59.326002 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 199921:201349, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489604072 subseq 199921 len 1428 csum 0xc807], length 1428
17:16:59.334393 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 199921:201349, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489604072 subseq 199921 len 1428 csum 0xc807], length 1428
17:16:59.407507 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 201349:202777, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489605500 subseq 201349 len 1428 csum 0xed13], length 1428
17:16:59.407746 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 201349:202777, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489605500 subseq 201349 len 1428 csum 0xed13], length 1428
17:16:59.424270 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 201349:202777, ack 1, win 4017, options [nop,nop,TS val 3303548 ecr 3082728,mptcp dss ack 4086075562 seq 1489605500 subseq 201349 len 1428 csum 0xed13], length 1428
17:16:59.440621 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 202777:204205, ack 1, win 4017, options [nop,nop,TS val 3303712 ecr 3082810,mptcp dss ack 4086075562 seq 1489606928 subseq 202777 len 1428 csum 0x249b], length 1428
17:16:59.440836 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 202777:204205, ack 1, win 4017, options [nop,nop,TS val 3303712 ecr 3082810,mptcp dss ack 4086075562 seq 1489606928 subseq 202777 len 1428 csum 0x249b], length 1428
17:16:59.504001 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 202777:204205, ack 1, win 4017, options [nop,nop,TS val 3303712 ecr 3082810,mptcp dss ack 4086075562 seq 1489606928 subseq 202777 len 1428 csum 0x249b], length 1428
17:16:59.521391 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 47125:48553, ack 1, win 4017, options [nop,nop,TS val 3303719 ecr 3083138,mptcp dss ack 4086075562 seq 1489608356 subseq 47125 len 1428 csum 0x10ad], length 1428
17:16:59.541211 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 204205:205633, ack 1, win 4017, options [nop,nop,TS val 3303728 ecr 3082893,mptcp dss ack 4086075562 seq 1489609784 subseq 204205 len 1428 csum 0x2501], length 1428
17:16:59.541429 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 204205:205633, ack 1, win 4017, options [nop,nop,TS val 3303728 ecr 3082893,mptcp dss ack 4086075562 seq 1489609784 subseq 204205 len 1428 csum 0x2501], length 1428
17:16:59.607177 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 204205:205633, ack 1, win 4017, options [nop,nop,TS val 3303728 ecr 3082893,mptcp dss ack 4086075562 seq 1489609784 subseq 204205 len 1428 csum 0x2501], length 1428
17:16:59.626463 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 205633:207061, ack 1, win 4017, options [nop,nop,TS val 3303748 ecr 3082921,mptcp dss ack 4086075562 seq 1489611212 subseq 205633 len 1428 csum 0xf9de], length 1428
17:16:59.626656 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 205633:207061, ack 1, win 4017, options [nop,nop,TS val 3303748 ecr 3082921,mptcp dss ack 4086075562 seq 1489611212 subseq 205633 len 1428 csum 0xf9de], length 1428
17:16:59.645418 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 205633:207061, ack 1, win 4017, options [nop,nop,TS val 3303748 ecr 3082921,mptcp dss ack 4086075562 seq 1489611212 subseq 205633 len 1428 csum 0xf9de], length 1428
17:16:59.701631 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 185453:186881, ack 1, win 4017, options [nop,nop,TS val 3303821 ecr 3082928,mptcp dss ack 4086075562 seq 1489612640 subseq 185453 len 1428 csum 0x4db6], length 1428
17:16:59.724415 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 207061:208489, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489614068 subseq 207061 len 1428 csum 0x53a4], length 1428
17:16:59.724686 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 207061:208489, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489614068 subseq 207061 len 1428 csum 0x53a4], length 1428
17:16:59.736538 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 207061:208489, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489614068 subseq 207061 len 1428 csum 0x53a4], length 1428
17:16:59.813468 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 208489:209917, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489615496 subseq 208489 len 1428 csum 0x6d15], length 1428
17:16:59.813718 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 208489:209917, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489615496 subseq 208489 len 1428 csum 0x6d15], length 1428
17:16:59.828993 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 209917:211345, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489616924 subseq 209917 len 1428 csum 0x4337], length 1428
17:16:59.829249 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 209917:211345, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489616924 subseq 209917 len 1428 csum 0x4337], length 1428
17:16:59.851512 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 208489:209917, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489615496 subseq 208489 len 1428 csum 0x6d15], length 1428
17:16:59.918613 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 211345:212773, ack 1, win 4017, options [nop,nop,TS val 3304036 ecr 3083124,mptcp dss ack 4086075562 seq 1489618352 subseq 211345 len 1428 csum 0xb6ae], length 1428
17:16:59.918850 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 211345:212773, ack 1, win 4017, options [nop,nop,TS val 3304036 ecr 3083124,mptcp dss ack 4086075562 seq 1489618352 subseq 211345 len 1428 csum 0xb6ae], length 1428
17:16:59.943456 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 209917:211345, ack 1, win 4017, options [nop,nop,TS val 3304012 ecr 3083045,mptcp dss ack 4086075562 seq 1489616924 subseq 209917 len 1428 csum 0x4337], length 1428
17:16:59.952525 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 212773:214201, ack 1, win 4017, options [nop,nop,TS val 3304142 ecr 3083208,mptcp dss ack 4086075562 seq 1489619780 subseq 212773 len 1428 csum 0x70e2], length 1428
17:16:59.952761 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 212773:214201, ack 1, win 4017, options [nop,nop,TS val 3304142 ecr 3083208,mptcp dss ack 4086075562 seq 1489619780 subseq 212773 len 1428 csum 0x70e2], length 1428
17:17:00.007215 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 211345:212773, ack 1, win 4017, options [nop,nop,TS val 3304036 ecr 3083124,mptcp dss ack 4086075562 seq 1489618352 subseq 211345 len 1428 csum 0xb6ae], length 1428
17:17:00.026432 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 214201:215629, ack 1, win 4017, options [nop,nop,TS val 3304232 ecr 3083330,mptcp dss ack 4086075562 seq 1489621208 subseq 214201 len 1428 csum 0xaf2], length 1428
17:17:00.026672 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 214201:215629, ack 1, win 4017, options [nop,nop,TS val 3304232 ecr 3083330,mptcp dss ack 4086075562 seq 1489621208 subseq 214201 len 1428 csum 0xaf2], length 1428
17:17:00.030006 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 212773:214201, ack 1, win 4017, options [nop,nop,TS val 3304142 ecr 3083208,mptcp dss ack 4086075562 seq 1489619780 subseq 212773 len 1428 csum 0x70e2], length 1428
17:17:00.056421 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 215629:217057, ack 1, win 4017, options [nop,nop,TS val 3304232 ecr 3083330,mptcp dss ack 4086075562 seq 1489622636 subseq 215629 len 1428 csum 0xfefb], length 1428
17:17:00.056596 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 215629:217057, ack 1, win 4017, options [nop,nop,TS val 3304232 ecr 3083330,mptcp dss ack 4086075562 seq 1489622636 subseq 215629 len 1428 csum 0xfefb], length 1428
17:17:00.133998 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 214201:215629, ack 1, win 4017, options [nop,nop,TS val 3304232 ecr 3083330,mptcp dss ack 4086075562 seq 1489621208 subseq 214201 len 1428 csum 0xaf2], length 1428
17:17:00.134774 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 217057:218485, ack 1, win 4017, options [nop,nop,TS val 3304259 ecr 3083358,mptcp dss ack 4086075562 seq 1489624064 subseq 217057 len 1428 csum 0xd44c], length 1428
