20:39:27.394094 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.447362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.725070 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2869940821, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.782699 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.880074 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:28.098322 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.098743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.160645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.246514 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.246886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.295929 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.393101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.393429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.407236 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.628838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.629195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.704360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755620 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755926 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.824533 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.915682 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:28.916004 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042490 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.234980 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.235268 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.495350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 9080, options [nop,nop,TS val 785271 ecr 1004417,nop,nop,sack 1 {14281:15709},mptcp dss ack 1969139734], length 0
20:39:56.380323 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812155 ecr 1030629,nop,nop,sack 2 {319873:322729}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.441548 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812155 ecr 1030629,nop,nop,sack 2 {319873:322729}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.521731 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812294 ecr 1030629,nop,nop,sack 2 {319873:324157}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.522012 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812294 ecr 1030629,nop,nop,sack 2 {319873:324157}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.536218 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812294 ecr 1030629,nop,nop,sack 2 {319873:324157}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.615483 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812390 ecr 1030629,nop,nop,sack 2 {319873:325585}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.615803 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812390 ecr 1030629,nop,nop,sack 2 {319873:325585}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.714845 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24079, options [nop,nop,TS val 812491 ecr 1030629,nop,nop,sack 2 {319873:327013}{315589:318445},mptcp dss ack 1970215018], length 0
20:39:56.715183 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24079, options [nop,nop,TS val 812491 ecr 1030629,nop,nop,sack 2 {319873:327013}{315589:318445},mptcp dss ack 1970215018], length 0
20:39:56.788012 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 318445:319873, ack 0, win 4017, options [nop,nop,TS val 1032975 ecr 812155,mptcp dss ack 4241485850 seq 1970255002 subseq 318445 len 1428 csum 0x7577], length 1428
20:39:56.823531 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812599 ecr 1030629,nop,nop,sack 2 {315589:327013}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:56.823813 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812599 ecr 1030629,nop,nop,sack 2 {315589:327013}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:56.894792 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24473, options [nop,nop,TS val 812390 ecr 1030629,nop,nop,sack 2 {319873:325585}{315589:318445},mptcp dss ack 1970177890], length 0
20:39:56.922076 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812698 ecr 1030629,nop,nop,sack 2 {315589:328441}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:56.922387 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812698 ecr 1030629,nop,nop,sack 2 {315589:328441}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:57.041359 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812811 ecr 1030629,nop,nop,sack 2 {329869:331297}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.041617 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812811 ecr 1030629,nop,nop,sack 2 {329869:331297}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.145762 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812884 ecr 1030629,nop,nop,sack 2 {329869:332725}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.146087 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812884 ecr 1030629,nop,nop,sack 2 {329869:332725}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.186334 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 334153:335581, ack 0, win 4017, options [nop,nop,TS val 1033123 ecr 812294,mptcp dss ack 4241485850 seq 1970337826 subseq 334153 len 1428 csum 0xe60d], length 1428
20:39:57.246601 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 813022 ecr 1030629,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970225014], length 0
20:39:57.246917 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 813022 ecr 1030629,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970225014], length 0
20:39:57.283666 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 24079, options [nop,nop,TS val 812491 ecr 1030629,nop,nop,sack 2 {319873:327013}{315589:318445},mptcp dss ack 1970215018], length 0
20:39:57.374329 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812599 ecr 1030629,nop,nop,sack 2 {315589:327013}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:57.386512 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23807, options [nop,nop,TS val 813076 ecr 1032327,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970235010], length 0
20:39:57.386777 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23807, options [nop,nop,TS val 813076 ecr 1032327,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970235010], length 0
20:39:57.461753 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813191 ecr 1032327,nop,nop,sack 2 {311305:328441}{334153:335581},mptcp dss ack 1970235010], length 0
20:39:57.462119 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813191 ecr 1032327,nop,nop,sack 2 {311305:328441}{334153:335581},mptcp dss ack 1970235010], length 0
20:39:57.476481 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812698 ecr 1030629,nop,nop,sack 2 {315589:328441}{311305:314161},mptcp dss ack 1970225014], length 0
20:39:57.605463 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 335581:337009, ack 0, win 4017, options [nop,nop,TS val 1033515 ecr 812390,mptcp dss ack 4241485850 seq 1970346394 subseq 335581 len 1428 csum 0x94bb], length 1428
20:39:57.612767 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813386 ecr 1032327,nop,nop,sack 2 {334153:337009}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:57.613020 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813386 ecr 1032327,nop,nop,sack 2 {334153:337009}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:57.690420 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812811 ecr 1030629,nop,nop,sack 2 {329869:331297}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.743981 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 812884 ecr 1030629,nop,nop,sack 2 {329869:332725}{315589:328441},mptcp dss ack 1970225014], length 0
20:39:57.822473 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 307021, win 23963, options [nop,nop,TS val 813022 ecr 1030629,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970225014], length 0
20:39:57.939274 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 337009:338437, ack 0, win 4017, options [nop,nop,TS val 1033909 ecr 812491,mptcp dss ack 4241485850 seq 1970364958 subseq 337009 len 1428 csum 0x3f2a], length 1428
20:39:57.976780 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813721 ecr 1032327,nop,nop,sack 2 {334153:338437}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:57.977133 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813721 ecr 1032327,nop,nop,sack 2 {334153:338437}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:58.052952 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23807, options [nop,nop,TS val 813076 ecr 1032327,nop,nop,sack 2 {334153:335581}{329869:332725},mptcp dss ack 1970235010], length 0
20:39:58.131487 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 307021:308449, ack 0, win 4017, options [nop,nop,TS val 1033909 ecr 812599,mptcp dss ack 4241485850 seq 1970225014 subseq 307021 len 1428 csum 0x5413], length 1428
20:39:58.138850 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813914 ecr 1032327,nop,nop,sack 2 {307021:308449}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:58.139166 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813914 ecr 1032327,nop,nop,sack 2 {307021:308449}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:58.238665 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813191 ecr 1032327,nop,nop,sack 2 {311305:328441}{334153:335581},mptcp dss ack 1970235010], length 0
20:39:58.303976 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813386 ecr 1032327,nop,nop,sack 2 {334153:337009}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:58.357343 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 314161:315589, ack 0, win 4017, options [nop,nop,TS val 1034225 ecr 812811,mptcp dss ack 4241485850 seq 1970250718 subseq 314161 len 1428 csum 0xc89d], length 1428
20:39:58.362394 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814138 ecr 1032327,nop,nop,sack 2 {314161:315589}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:58.362681 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814138 ecr 1032327,nop,nop,sack 2 {314161:315589}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:58.470433 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 328441:329869, ack 0, win 4017, options [nop,nop,TS val 1034279 ecr 812884,mptcp dss ack 4241485850 seq 1970299270 subseq 328441 len 1428 csum 0x9da2], length 1428
20:39:58.491180 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814262 ecr 1032327,nop,nop,sack 2 {311305:332725}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:58.491458 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814262 ecr 1032327,nop,nop,sack 2 {311305:332725}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:58.565735 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 332725:334153, ack 0, win 4017, options [nop,nop,TS val 1034357 ecr 813022,mptcp dss ack 4241485850 seq 1970312122 subseq 332725 len 1428 csum 0x189a], length 1428
20:39:58.587389 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814362 ecr 1032327,nop,nop,sack 1 {311305:338437},mptcp dss ack 1970235010], length 0
20:39:58.587658 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814362 ecr 1032327,nop,nop,sack 1 {311305:338437},mptcp dss ack 1970235010], length 0
20:39:58.665879 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813721 ecr 1032327,nop,nop,sack 2 {334153:338437}{311305:328441},mptcp dss ack 1970235010], length 0
20:39:58.783293 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 338437:339865, ack 0, win 4017, options [nop,nop,TS val 1034588 ecr 813076,mptcp dss ack 4241485850 seq 1970397802 subseq 338437 len 1428 csum 0xbba6], length 1428
20:39:58.789789 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814562 ecr 1032327,nop,nop,sack 1 {311305:339865},mptcp dss ack 1970235010], length 0
20:39:58.790049 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814562 ecr 1032327,nop,nop,sack 1 {311305:339865},mptcp dss ack 1970235010], length 0
20:39:58.846221 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 339865:341293, ack 0, win 4017, options [nop,nop,TS val 1034588 ecr 813076,mptcp dss ack 4241485850 seq 1970399230 subseq 339865 len 1428 csum 0xedd9], length 1428
20:39:58.886460 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 813914 ecr 1032327,nop,nop,sack 2 {307021:308449}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:58.891914 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814668 ecr 1032327,nop,nop,sack 1 {311305:341293},mptcp dss ack 1970235010], length 0
20:39:58.892223 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814668 ecr 1032327,nop,nop,sack 1 {311305:341293},mptcp dss ack 1970235010], length 0
20:39:58.988127 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 341293:342721, ack 0, win 4017, options [nop,nop,TS val 1034588 ecr 813076,mptcp dss ack 4241485850 seq 1970400658 subseq 341293 len 1428 csum 0x845d], length 1428
20:39:58.993133 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814767 ecr 1032327,nop,nop,sack 1 {311305:342721},mptcp dss ack 1970235010], length 0
20:39:58.993419 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814767 ecr 1032327,nop,nop,sack 1 {311305:342721},mptcp dss ack 1970235010], length 0
20:39:59.071765 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 342721:344149, ack 0, win 4017, options [nop,nop,TS val 1034588 ecr 813076,mptcp dss ack 4241485850 seq 1970402086 subseq 342721 len 1428 csum 0x7d80], length 1428
20:39:59.086937 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814852 ecr 1032327,nop,nop,sack 1 {311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.087241 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814852 ecr 1032327,nop,nop,sack 1 {311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.157331 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814262 ecr 1032327,nop,nop,sack 2 {311305:332725}{334153:338437},mptcp dss ack 1970235010], length 0
20:39:59.224333 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 337009:338437, ack 0, win 4017, options [nop,nop,TS val 1034839 ecr 813386,mptcp dss ack 4241485850 seq 1970364958 subseq 337009 len 1428 csum 0x3f2a], length 1428
20:39:59.230139 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815005 ecr 1032327,nop,nop,sack 2 {337009:338437}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.230451 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815005 ecr 1032327,nop,nop,sack 2 {337009:338437}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.304033 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814362 ecr 1032327,nop,nop,sack 1 {311305:338437},mptcp dss ack 1970235010], length 0
20:39:59.379323 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 328441:329869, ack 0, win 4017, options [nop,nop,TS val 1035201 ecr 813721,mptcp dss ack 4241485850 seq 1970299270 subseq 328441 len 1428 csum 0x9da2], length 1428
20:39:59.386245 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815160 ecr 1032327,nop,nop,sack 2 {328441:329869}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.386556 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815160 ecr 1032327,nop,nop,sack 2 {328441:329869}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.439836 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814562 ecr 1032327,nop,nop,sack 1 {311305:339865},mptcp dss ack 1970235010], length 0
20:39:59.585293 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 332725:334153, ack 0, win 4017, options [nop,nop,TS val 1035421 ecr 813914,mptcp dss ack 4241485850 seq 1970312122 subseq 332725 len 1428 csum 0x189a], length 1428
20:39:59.592712 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815368 ecr 1032327,nop,nop,sack 2 {332725:334153}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.593022 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815368 ecr 1032327,nop,nop,sack 2 {332725:334153}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.690474 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814668 ecr 1032327,nop,nop,sack 1 {311305:341293},mptcp dss ack 1970235010], length 0
20:39:59.767399 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 814852 ecr 1032327,nop,nop,sack 1 {311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.831460 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 309877:311305, ack 0, win 4017, options [nop,nop,TS val 1035692 ecr 814262,mptcp dss ack 4241485850 seq 1970235010 subseq 309877 len 1428 csum 0xcf51], length 1428
20:39:59.836548 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 22518, options [nop,nop,TS val 815611 ecr 1035692,mptcp dss ack 1970419222], length 0
20:39:59.836814 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 22518, options [nop,nop,TS val 815611 ecr 1035692,mptcp dss ack 1970419222], length 0
20:39:59.923683 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815005 ecr 1032327,nop,nop,sack 2 {337009:338437}{311305:344149},mptcp dss ack 1970235010], length 0
20:39:59.998390 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 338437:339865, ack 0, win 4017, options [nop,nop,TS val 1035839 ecr 814362,mptcp dss ack 4241485850 seq 1970397802 subseq 338437 len 1428 csum 0xbba6], length 1428
20:40:00.002900 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 24507, options [nop,nop,TS val 815778 ecr 1035692,nop,nop,sack 1 {338437:339865},mptcp dss ack 1970422078], length 0
20:40:00.003233 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 24507, options [nop,nop,TS val 815778 ecr 1035692,nop,nop,sack 1 {338437:339865},mptcp dss ack 1970422078], length 0
20:40:00.083293 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815160 ecr 1032327,nop,nop,sack 2 {328441:329869}{311305:344149},mptcp dss ack 1970235010], length 0
20:40:00.205986 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 339865:341293, ack 0, win 4017, options [nop,nop,TS val 1035974 ecr 814562,mptcp dss ack 4241485850 seq 1970399230 subseq 339865 len 1428 csum 0xedd9], length 1428
20:40:00.212613 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 24463, options [nop,nop,TS val 815985 ecr 1035692,nop,nop,sack 1 {339865:341293},mptcp dss ack 1970424934], length 0
20:40:00.212940 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 344149, win 24463, options [nop,nop,TS val 815985 ecr 1035692,nop,nop,sack 1 {339865:341293},mptcp dss ack 1970424934], length 0
20:40:00.290941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 309877, win 23878, options [nop,nop,TS val 815368 ecr 1032327,nop,nop,sack 2 {332725:334153}{311305:344149},mptcp dss ack 1970235010], length 0
